User 2276

Movies Recommended:
 1: Bewegte Mann, Der (1994)
 2: Sanjuro (1962)
 3: For All Mankind (1989)
 4: Chushingura (1962)
 5: Sixth Sense, The (1999)
 6: Man of the Century (1999)
 7: Godfather, The (1972)
 8: Leather Jacket Love Story (1997)
 9: Raiders of the Lost Ark (1981)
10: Sting, The (1973)
11: One Flew Over the Cuckoo's Nest (1975)
12: Great Escape, The (1963)
13: Smashing Time (1967)
14: It's a Wonderful Life (1946)
15: Bridge on the River Kwai, The (1957)
16: Rear Window (1954)
17: Forrest Gump (1994)
18: 12 Angry Men (1957)
19: Across the Sea of Time (1995)
20: In the Heat of the Night (1967)
21: Killer, The (Die xue shuang xiong) (1989)
22: Bells, The (1926)
23: Patton (1970)
24: Casablanca (1942)
25: Inherit the Wind (1960)
26: Godfather: Part II, The (1974)
27: To Kill a Mockingbird (1962)
28: Firelight (1997)
29: Dj Vu (1997)
30: Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)
31: Fugitive, The (1993)
32: Jean de Florette (1986)
33: Green Mile, The (1999)
34: Circus, The (1928)
35: Jupiter's Wife (1994)
36: Lawrence of Arabia (1962)
37: American Beauty (1999)
38: Star Wars: Episode IV - A New Hope (1977)
39: Before the Rain (Pred dozhdot) (1994)
40: Remember the Titans (2000)
41: All Quiet on the Western Front (1930)
42: Butch Cassidy and the Sundance Kid (1969)
43: Shall We Dance? (Shall We Dansu?) (1996)
44: Matrix, The (1999)
45: Lamerica (1994)
46: North by Northwest (1959)
47: Cinema Paradiso (1988)
48: Glory (1989)
49: Toy Story 2 (1999)
50: Killing Fields, The (1984)


Local influence:
+----------+-----------------+
| Movie ID | Local Influence |
|   2278   | 0.0891711886643 |
|    50    | 0.0891001980077 |
|   3893   | 0.0879782120243 |
|   2028   | 0.0874697713502 |
|   3255   | 0.0866540574083 |
|   593    | 0.0861358916598 |
|   1840   | 0.0855933110796 |
|   678    | 0.0844193355669 |
|   3386   | 0.0841413760776 |
|   161    | 0.0837657966077 |
|   1466   | 0.0821538184678


Local influence:
+----------+-----------------+
| Movie ID | Local Influence |
+----------+-----------------+
|    73    |  0.107766627692 |
|   1721   | 0.0948223028815 |
|   3753   | 0.0877952261491 |
|   373    | 0.0828964707906 |
|   2586   | 0.0824169571804 |
|   2917   | 0.0821087051879 |
|    62    | 0.0818535825203 |
|   296    | 0.0813864958533 |
|   3897   |  0.080384300718 |
|   1633   | 0.0796058274076 |
|   2682   | 0.0794981009152 |
|   3006   | 0.0780027903744 |
|   1050   | 0.0775134326177 |
|   999    | 0.0770752422746 |
|   571    | 0.0770722752943 |
|   2454   | 0.0763948306289 |
|   527    | 0.0761741428432 |
|   1287   | 0.0759657005048 |
|   110    | 0.0756015256601 |
|   2000   | 0.0741342124672 |
|   508    | 0.0735846679393 |
|   1213   | 0.0730207386335 |
|   2130   | 0.0729828907385 |
|    25    | 0.0725527732553 |
|   2324   | 0.0724982375932 |
|   2764   | 0.0715722991134 |
|   2501   | 0.0713806937723 |
|   1912   | 0.0713596147403 |
|   3252   | 0.0708238492214 |
|   1357   | 0.0706745946238 |
|   1704   | 0.0705981927281 |
|   592    | 0.0699241672083 |
|   3893   | 0.0695336713665 |
|   2989   |  0.069504789264 |
|   590    | 0.0692522100254 |
|   3250   | 0.0688928631596 |
|   1747   | 0.0687195597082 |
|   1639   | 0.0685833084862 |
|   3926   |  0.06817971926  |
|   2985   | 0.0680998670721 |
|   555    | 0.0679670715079 |
|   2028   | 0.0678414741769 |
|   3927   | 0.0677014534703 |
|   2329   | 0.0673869853099 |
|    22    | 0.0669013267246 |
|   318    | 0.0665559203674 |
|   593    | 0.0664410189062 |
|   2391   | 0.0664165836714 |
|   150    | 0.0662513057157 |
|    50    | 0.0662320900283 |
|   1179   | 0.0661706261609 |
|   2278   | 0.0661359652598 |
|   3763   | 0.0658332787128 |
|   678    | 0.0644855469063 |
|   2268   | 0.0644233671485 |
|   1784   | 0.0642709916465 |
|   388    | 0.0638119551039 |
|   3255   | 0.0624295696124 |
|   1466   | 0.0618719683451 |
|   1840   | 0.0608538285315 |
|   161    | 0.0600225020057 |
|   3386   | 0.0587176826873


Local sensitivity of recs:  2.71230852934e-06
Local sensitivity of QII:  9.15310807465e-05
config time: 3.14911389351
function time: 15895.2243941
Result: [{'recommendee_qii_l0_norm': 62, 'recommendee_qii_l1_norm': 5.790779694652101, 'recommendee_user_id': 2276, 'perturbations': [{'perturbed_qii_l0_norm': 62, 'perturbed_qii_l1_norm': 4.468929969869871, 'perturbed_user_id': 5408, 'recs_ls': 0.03881855967190351, 'qii_ls': 0.02269970802512407, 'perturbed_recs_l0_norm': 3578, 'perturbed_recs_l1_norm': 12017.689867655674}], 'recommendee_recs_l1_norm': 11965.886488452288, 'recommendee_recs_l0_norm': 3578}]
